-------------------------------------------------------------------------------------------------------------------------------------------------------------------
| News#  | Title Content                                                                                        | Match Words                 | Score | Polarity  |
| 757    | KRUPP HAS SATISFACTORY 1986 RESULTS                                                                  | satisfactory                | 1     | positive  |
| 758    | JAPANESE SCIENTISTS DEVELOP AIDS DETECTION MATERIAL                                                  |                             | 0     | neutral   |
| 759    | NO PESSIMISM FOR GERMAN EXPORTERS, MINISTRY                                                          | pessimism                   | -1    | negative  |
| 760    | MONETARY AUTHORITIES SAID TO LOSE CREDIBILITY                                                        | lose                        | -1    | negative  |
| 761    | AUSTRIA MAKES TWO BILLION SCHILLING NOTE ISSUE                                                       | issue                       | -1    | negative  |
| 762    | FRANCE'S CAECL ISSUES THREE BILLION FRANC BOND                                                       | issues                      | -1    | negative  |
| 763    | UK FEB TRADE DEFICIT 224 MLN STG VS DEFICIT 527 MLN IN JAN - OFFICIAL.                               | deficit                     | -2    | negative  |
| 764    | U.K. FEB CUURENT ACCOUNT SURPLUS 376 MLN STG VS JAN SURPLUS 73 MLN - OFFICIAL.                       |                             | 0     | neutral   |
| 765    | MALAYSIAN CENTRAL BANK SEES HIGHER 1987 GROWTH                                                       | growth, higher              | 2     | positive  |
| 766    | U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY                                                       | deficit                     | -1    | negative  |
| 767    | LUCAS SEES CONTINUED GROWTH IN SECOND HALF                                                           | growth                      | 1     | positive  |
| 768    | IWC UPS SOVIET GRAIN 1986/87 IMPORT ESTIMATE THREE MLN TONNES TO 29 MLN - OFFICIAL                   |                             | 0     | neutral   |
| 769    | IWC LIFTS 1986/87 WORLD WHEAT, COARSE GRAIN ESTIMATE ONE MLN TONNES TO RECORD 1,377 MLN              | coarse                      | -1    | negative  |
| 770    | ECONOMIC SPOTLIGHT - SWISS BANKING SECRECY                                                           |                             | 0     | neutral   |
| 771    | MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND                                                     | issues                      | -1    | negative  |
| 772    | LIBYANS APPEAR TO BE PULLING OUT OF CHAD                                                             |                             | 0     | neutral   |
| 773    | TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA                                                       | cut, benefit                | 0     | neutral   |
| 774    | ALSTHOM AWARDED 900 MLN FRANC PAKISTANI DEAL                                                         | awarded                     | 1     | positive  |
| 775    | COMMISSION APPROVES RAINBOW/PROGRESSIVE MERGER                                                       |                             | 0     | neutral   |
| 776    | VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE                                                          | strike                      | -1    | negative  |
| 777    | U.K. MONEY MARKET FORECAST REVISED TO DEFICIT                                                        | deficit                     | -1    | negative  |
| 778    | IWC LIFTS WORLD GRAIN OUTPUT ESTIMATE TO RECORD                                                      |                             | 0     | neutral   |
| 779    | BANK OF JAPAN BUYS SMALL QUANTITY DOLLARS -DEALERS                                                   |                             | 0     | neutral   |
| 780    | U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT                                                   | cut                         | -1    | negative  |
| 781    | ECC APPROVES MONTEDISON/HERCULES VENTURE                                                             |                             | 0     | neutral   |
| 782    | EC SELLS BUTTER STOCKS TO SOVIET UNION                                                               |                             | 0     | neutral   |
| 783    | GERMAN NET CURRENCY RESERVES RISE                                                                    | rise                        | 1     | positive  |
| 784    | WORLD BANK CHIEF CONCERNED ABOUT BRAZIL ECONOMY                                                      | concerned                   | -1    | negative  |
| 785    | ITALIAN TREASURY ANNOUNCES CERTIFICATE OFFER                                                         |                             | 0     | neutral   |
| 786    | GUINNESS PEAT HAS CASH ADVANCE FACILITY                                                              |                             | 0     | neutral   |
| 787    | SUMITOMO BANK HAS 500 MLN STG CD PROGRAM                                                             |                             | 0     | neutral   |
| 788    | CURRENCY EXCHANGE LOSS PUSHES MALAYSIA'S DEBT UP                                                     | loss, debt                  | -2    | negative  |
| 789    | IWC SAYS EFFECT OF LOWER SUPPORT PRICES LIMITED                                                      | limited, lower, support     | -1    | negative  |
| 790    | SANDOZ HAS 50 MLN DLR EURO-CP PROGRAM                                                                |                             | 0     | neutral   |
| 791    | U.S. TREASURY'S BAKER OPPOSES TAX INCREASE                                                           |                             | 0     | neutral   |
| 792    | PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS                                                    | narrower, debt              | -2    | negative  |
| 793    | TREASURY'S BAKER SAYS HE STANDS BY PARIS PACT                                                        |                             | 0     | neutral   |
| 794    | TREASURY'S BAKER DECLINES COMMENT ON VOLCKER                                                         | declines                    | -1    | negative  |
| 795    | GERMAN ANALYSTS SEE GOLD RISING IN 2ND HALF 1987                                                     | gold                        | 1     | positive  |
| 796    | CAMBRIAN AND GENERAL NOTES RELISTED IN LONDON                                                        |                             | 0     | neutral   |
| 797    | GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER                                                     |                             | 0     | neutral   |
| 798    | AUSTRIA TREASURY NOTE ISSUE LIKELY TO BE INCREASED                                                   | increased, issue            | 0     | neutral   |
| 799    | NEW CAPITAL RULES WOULD FAVOR FIRST INTERSTATE                                                       | favor                       | 1     | positive  |
| 800    | FIRST INTERSTATE ESTIMATES LOSS ON BRAZIL                                                            | loss                        | -1    | negative  |
| 801    | FRENCH UNEMPLOYMENT RISES TO SEASONALLY ADJUSTED 2.65 MLN IN FEBRUARY - OFFICIAL                     |                             | 0     | neutral   |
| 802    | CONRAIL INITIAL OFFER PRICED AT 28 DLRS SHARE                                                        |                             | 0     | neutral   |
| 803    | MICKELBERRY CORP 4TH QTR NET                                                                         |                             | 0     | neutral   |
| 804    | HOLIDAY SEES RULING NEXT WEEK ON PLAN                                                                |                             | 0     | neutral   |
| 805    | MICKELBERRY COMPLETES SALE OF UNIT                                                                   |                             | 0     | neutral   |
| 806    | FLUOROCARBON CO 4TH QTR JAN 31 NET                                                                   |                             | 0     | neutral   |
| 807    | ROSTENKOWSKI SAYS REAGAN MUST RECONSIDER TAX RISE                                                    | rise                        | 1     | positive  |
| 808    | FRENCH FEBRUARY UNEMPLOYMENT HITS RECORD 2.65 MLN                                                    |                             | 0     | neutral   |
| 809    | TREASURY'S BAKER OPPOSES STOCK TRANSACTION TAX                                                       |                             | 0     | neutral   |
| 810    | PHILIPS ELECTRICAL SELLS STAKE IN UNIDARE                                                            |                             | 0     | neutral   |
| 811    | AMERICAN MEDICAL INTERNATIONAL INC 2ND QTR SHR PROFIT 32 CTS VS LOSS 95 CTS                          | loss, profit                | 0     | neutral   |
| 812    | BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP                                                    | drop                        | -1    | negative  |
| 813    | NEW GENERATION FOODS SELLS SHARES                                                                    |                             | 0     | neutral   |
| 814    | AMERICAN MEDICAL INTERNATIONAL INC NET                                                               |                             | 0     | neutral   |
| 815    | SIEMENS U.S. TURNOVER TO RISE IN CURRENT YEAR                                                        | rise                        | 1     | positive  |
| 816    | F.W. DODGE REPORTS FEBRUARY CONSTRUCTION DROPS                                                       |                             | 0     | neutral   |
| 817    | U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY                                                       | deficit                     | -1    | negative  |
| 818    | FRENCH RESERVES FALL ON DEBT REPAYMENT                                                               | fall, debt                  | -2    | negative  |
| 819    | FOOTE MINERAL CO IN LETTER OF INTENT TO MERGE INTO RIO TINTO-ZINC                                    |                             | 0     | neutral   |
| 820    | GERMAN MARCH COST OF LIVING 0.2 PCT BELOW YEAR AGO (FEB 0.5 PCT BELOW) - OFFICIAL                    |                             | 0     | neutral   |
| 821    | CORP LTD> 1ST QTR JAN 31 NET                                                                         |                             | 0     | neutral   |
| 822    | BRANIFF MAY GET MEXICAN SERVICE AUTHORITY                                                            |                             | 0     | neutral   |
| 823    | BOSTON EDISON CO REGULAR DIVIDEND                                                                    |                             | 0     | neutral   |
| 824    | NIPPON SIGNAL ISSUES 50 MLN SWISS FRANC NOTES                                                        | issues                      | -1    | negative  |
| 825    | GERMAN COST OF LIVING FALLS IN MARCH ON YEAR-AGO                                                     | falls                       | -1    | negative  |
| 826    | BRITISH BANKS RESIST SIGNING MEXICO PACKAGE, SEEK MORE EQUITABLE CONTRIBUTIONS - LLOYDS              | equitable                   | 1     | positive  |
| 827    | TURKEY COULD APPLY FOR EC MEMBERSHIP BY EARLY MAY                                                    |                             | 0     | neutral   |
| 828    | BRITISH BANKS SEEK MORE EQUITABLE CONTRIBUTIONS ON MEXICO PACKAGE - LLOYDS                           | equitable                   | 1     | positive  |
| 829    | FOOTE MINERAL TO MERGE INTO RIO TINTO                                                                |                             | 0     | neutral   |
| 830    | U.S. FIRST TIME JOBLESS CLAIMS ROSE IN WEEK                                                          | jobless                     | -1    | negative  |
| 831    | BRITISH BANKS RESIST SIGNING MEXICO PACKAGE                                                          |                             | 0     | neutral   |
| 832    | HONG KONG FEBRUARY TRADE SWINGS INTO DEFICIT                                                         | deficit                     | -1    | negative  |
| 833    | BEST PRODUCTS CO INC 4TH QTR SHR 1.44 DLRS VS 83 CTS                                                 | best                        | 1     | positive  |
| 834    | GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY                                                     | flexibility                 | 1     | positive  |
| 835    | BEST PRODUCTS CO 4TH QTR JAN 31 NET                                                                  | best                        | 1     | positive  |
| 836    | K MART TO SUPPLY HOME SHOPPING NETWORK                                                               |                             | 0     | neutral   |
| 837    | BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS                                                  |                             | 0     | neutral   |
| 838    | GREAT WESTERN TO REDEEM DEBENTURES                                                                   | redeem, great               | 2     | positive  |
| 839    | CHINA, PORTUGAL INITIAL MACAO PACT                                                                   |                             | 0     | neutral   |
| 840    | ETHYL CORP UNITS COMPLETE ACQUISITON                                                                 |                             | 0     | neutral   |
| 841    | JEFFERIES IS MAKING A MARKET IN STANDARD                                                             |                             | 0     | neutral   |
| 842    | COLONIAL TALKS WITH DISSIDENTS BREAK DOWN                                                            | break, dissidents           | -2    | negative  |
| 843    | BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS                                                       |                             | 0     | neutral   |
| 844    | U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT                                                   | cut                         | -1    | negative  |
| 845    | S. KOREA MAY BUY U.S. OIL TO AID TRADE BALANCE                                                       |                             | 0     | neutral   |
| 846    | BP TO HOLD NEW YORK PRESS CONFERENCE                                                                 |                             | 0     | neutral   |
| 847    | U.S. TREASURY'S MULFORD REAFFIRMS G-6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS        | stability                   | 1     | positive  |
| 848    | TREASURY'S MULFORD SAYS G-6 HAS NO CURRENCY TARGET ZONES, RANGES                                     |                             | 0     | neutral   |
| 849    | GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR                                                     | gold                        | 1     | positive  |
| 850    | ESSEX CHEMICAL SELLS CONVERTIBLE DEBT                                                                | debt                        | -1    | negative  |
| 851    | U.K. MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE                                                    |                             | 0     | neutral   |
| 852    | SWEDEN REVISES BUDGET FORECASTS                                                                      |                             | 0     | neutral   |
| 853    | BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 7-3/4 PCT - OFFICIAL               |                             | 0     | neutral   |
| 854    | MCO MAXXAM HOLDERS APPROVE MERGER                                                                    | approve                     | 1     | positive  |
| 855    | CANADA DETAILS TWO BOND AUCTIONS                                                                     |                             | 0     | neutral   |
| 856    | PRICE CO 2ND QTR MARCH 15 NET                                                                        |                             | 0     | neutral   |
| 857    | CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT                                                       | lower, profit               | 0     | neutral   |
| 858    | BANK OF FRANCE BUYS DOLLARS, SELLS YEN - DEALERS                                                     |                             | 0     | neutral   |
| 859    | TUNISIA TO BREAK TIES WITH IRAN                                                                      | break                       | -1    | negative  |
| 860    | U.S TREASURY'S MULFORD REAFFIRMS G-6 AGREEMENT                                                       | agreement                   | 1     | positive  |
| 861    | FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED                                                       | free                        | 1     | positive  |
| 862    | U.S. GOLD EAGLE SALES PROJECTED AT 3.1 MLN OUNCES                                                    | gold                        | 1     | positive  |
| 863    | NEOAX TO SELL NOVATRONICS FOR 20 MLN DLRS                                                            |                             | 0     | neutral   |
| 864    | PONCE FEDERAL BANK FSB RAISES DIVIDEND                                                               |                             | 0     | neutral   |
| 865    | FOOTHILL GROUP SEES BETTER FIRST QUARTER                                                             | better                      | 1     | positive  |
| 866    | COMMODORE IN PACT FOR COMPUTER GRAPHICS                                                              |                             | 0     | neutral   |
| 867    | BANK OF FRANCE BUYS DOLLARS, SELLS YEN - DEALERS                                                     |                             | 0     | neutral   |
| 868    | STANDARD REFERRING BP BID TO GROUP                                                                   |                             | 0     | neutral   |
| 869    | MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987                                                      |                             | 0     | neutral   |
| 870    | ANCHOR GLASS NOW SEES HIGHER 1ST QTR NET                                                             | higher                      | 1     | positive  |
| 871    | MACNEAL-SCHWENDLER CORP RAISES PAYOUT                                                                |                             | 0     | neutral   |
| 872    | VISHAY COMPLETES EXCHANGE OFFER                                                                      |                             | 0     | neutral   |
| 873    | CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND                                                      |                             | 0     | neutral   |
| 874    | VIACOM INTERNATIONAL INC SETS QUARTERLY                                                              |                             | 0     | neutral   |
| 875    | WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND                                                           | issues                      | -1    | negative  |
| 876    | U.K. MONEY MARKET GETS 25 MLN STG LATE HELP                                                          |                             | 0     | neutral   |
| 877    | IOMEGA IN SUPPLY AGREEMENT                                                                           | agreement                   | 1     | positive  |
| 878    | LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS                                                         | defeats                     | 1     | positive  |
| 879    | ROY F. WESTON DISTRIBUTING STATEMENT                                                                 |                             | 0     | neutral   |
| 880    | PHLCORP HAS BREAKEVEN RESULTS                                                                        |                             | 0     | neutral   |
| 881    | PHARMACEUTICALS INC> IN INITIAL OFFERING                                                             |                             | 0     | neutral   |
| 882    | STONE CONTAINER TO REDEEM DEBT                                                                       | redeem, debt                | 0     | neutral   |
| 883    | FARM CREDIT SYSTEM REQUESTS U.S. CREDIT LINE                                                         |                             | 0     | neutral   |
| 884    | OAKWOOD HOMES SELLS CONVERTIBLE DEBENTURES                                                           |                             | 0     | neutral   |
| 885    | EMCO SETS 75 MLN DLR DEBENTURE OFFERING                                                              |                             | 0     | neutral   |
| 886    | FISCHER-WATT TO SELL CONVERTIBLE PREFERRED                                                           |                             | 0     | neutral   |
| 887    | FOOTE MINERAL TO MERGE INTO RIO TINTO                                                                |                             | 0     | neutral   |
| 888    | ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE                                                           | scrap, recovery, rise       | 1     | positive  |
| 889    | CROSS AND TRECKER BUYS AUTOMATION UNIT                                                               |                             | 0     | neutral   |
| 890    | SALANT CORP 1ST QTR FEB 28 NET                                                                       |                             | 0     | neutral   |
| 891    | CRAY INSTALLS 22 MLN DLR COMPUTER                                                                    |                             | 0     | neutral   |
| 892    | HEALTHMATE INC 4TH QTR LOSS                                                                          | loss                        | -1    | negative  |
| 893    | KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST                                                      | growth                      | 1     | positive  |
| 894    | VICON INDUSTRIES VOTES STAGGERED BOARD                                                               |                             | 0     | neutral   |
| 895    | FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE                                                        |                             | 0     | neutral   |
| 896    | GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1                                                     | cut                         | -1    | negative  |
| 897    | NATIONAL BANC OF COMMERCE CO SETS PAYOUT                                                             |                             | 0     | neutral   |
| 898    | HARSCO CORP SETS REGULAR PAYOUT                                                                      |                             | 0     | neutral   |
| 899    | MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER                                                         | higher                      | 1     | positive  |
| 900    | COMPUTER ASSOCIATES SETS TWO FOR ONE SPLIT                                                           | split                       | -1    | negative  |
| 901    | SWISS NET CAPITAL EXPORTS RISE IN 1986                                                               | rise                        | 1     | positive  |
| 902    | ST LAWRENCE SEAWAY OPENING STILL MARCH 31                                                            |                             | 0     | neutral   |
| 903    | DUTCH GRAIN LEVY TEST CASE TO START IN APRIL                                                         |                             | 0     | neutral   |
| 904    | IDB APPROVES TRADE, PROJECT LOANS TO MEMBERS                                                         |                             | 0     | neutral   |
| 905    | Z-SEVEN FUND SEES HIGHER 1987 NET                                                                    | higher                      | 1     | positive  |
| 906    | FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE                                                        |                             | 0     | neutral   |
| 907    | JAGUAR OFFERS NEW LUXURY SEDAN                                                                       | luxury                      | 1     | positive  |
| 908    | SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT                                                        |                             | 0     | neutral   |
| 909    | WALL STREET STOCKS/U.S. OIL COMPANIES                                                                |                             | 0     | neutral   |
| 910    | ROY F. WESTON INC 4TH QTR NET                                                                        |                             | 0     | neutral   |
| 911    | MOBIL TO UPGRADE REFINERY UNIT                                                                       |                             | 0     | neutral   |
| 912    | WARNER-LAMBERT SUES MASON DISTRIBUTORS                                                               | sues                        | -1    | negative  |
| 913    | NOVA TO GET BRADYKININ ANTAGONIST PATENT                                                             | antagonist                  | -1    | negative  |
| 914    | BLOCKBUSTER TO ACQUIRE LICENSEE                                                                      | blockbuster                 | 1     | positive  |
| 915    | BRAZIL SOY HARVEST 13 PCT COMPLETE - NEWSLETTER                                                      |                             | 0     | neutral   |
| 916    | CONTEL TO BUY WALKER COUNTY TELEPHONE                                                                |                             | 0     | neutral   |
| 917    | COMPUDYNE SEES COSTS FROM CLEAN-UP STUDY                                                             |                             | 0     | neutral   |
| 918    | REUTERS TO CARRY SEAQ TWO-WAY U.K. SHARE QUOTES                                                      |                             | 0     | neutral   |
| 919    | MULFORD SAYS G-6 WANTS STABILITY                                                                     | stability                   | 1     | positive  |
| 920    | SYMBOL TECHNOLOGIES GETS CONTRACT                                                                    |                             | 0     | neutral   |
| 921    | THERMO PROCESS COMPLETES ACQUSITION                                                                  |                             | 0     | neutral   |
| 922    | SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.                                                         |                             | 0     | neutral   |
| 923    | FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS                                                                | loss                        | -1    | negative  |
| 924    | MICHIGAN GENERAL TO SELL KRESTMARK UNIT                                                              |                             | 0     | neutral   |
| 925    | RABBIT SOFTWARE TO MERGE WITH CTI DATA                                                               |                             | 0     | neutral   |
| 926    | COMSTOCK GROUP INC 4TH QTR LOSS                                                                      | loss                        | -1    | negative  |
| 927    | TIME SINKING FUND DEBENTURES YIELD 8.84 PCT                                                          | sinking                     | -1    | negative  |
| 928    | MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS                                                 |                             | 0     | neutral   |
| 929    | U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION                                                       |                             | 0     | neutral   |
| 930    | HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS                              | qualify                     | 1     | positive  |
| 931    | SWEDISH BANK, U.S. FIRM PLAN U.K. STOCK VENTURE                                                      |                             | 0     | neutral   |
| 932    | HARSCO CORP SETS QUARTERLY                                                                           |                             | 0     | neutral   |
| 933    | MILASTAR CORP 3RD QTR JAN 31 LOSS                                                                    | loss                        | -1    | negative  |
| 934    | BDM GETSW ARMY CONTRACT                                                                              |                             | 0     | neutral   |
| 935    | BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRS/SHR VS 79 CTS                       |                             | 0     | neutral   |
| 936    | BANK OF BOSTON SEES IMPROVED 1ST QUARTER                                                             | improved                    | 1     | positive  |
| 937    | LIBYA REPORTEDLY BOUGHT WHITE SUGAR                                                                  |                             | 0     | neutral   |
| 938    | USAIR GETS APPROVAL TO BUY 9,309,394 PIEDMONT SHARES IN TENDER                                       | tender, approval            | 2     | positive  |
| 939    | FED EXPECTED TO ADD RESERVES                                                                         |                             | 0     | neutral   |
| 940    | WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET                                                         |                             | 0     | neutral   |
| 941    | GE CREDIT SUES PHOENIX FINANCIAL                                                                     | sues                        | -1    | negative  |
| 942    | DOLLAR/YEN INTERVENTION RESPONDS TO PRESSURE                                                         |                             | 0     | neutral   |
| 943    | WALL STREET STOCKS/U.S. OIL COMPANIES                                                                |                             | 0     | neutral   |
| 944    | MULFORD SAYS GERMANY, JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS                       |                             | 0     | neutral   |
| 945    | ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY                                                          |                             | 0     | neutral   |
| 946    | FARMERS COMMODITIES TO CLEAR FUTURES FOR CO-OPS                                                      | clear                       | 1     | positive  |
| 947    | FRANK B. HALL DEBT MAY BE CUT BY MOODY'S                                                             | cut, debt                   | -2    | negative  |
| 948    | NORCEN SEES IMPROVEMENT IN 1987 EARNINGS                                                             | improvement                 | 1     | positive  |
| 949    | COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE                                                      |                             | 0     | neutral   |
| 950    | SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER                                                         | criticism                   | -1    | negative  |
| 951    | MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED (NICS) EFFORTS TO STRENGTHEN CURRENCIES                 | disappointed                | -1    | negative  |
| 952    | FORD NEARS GM IN EXECUTIVE BONUSES                                                                   | bonuses                     | 1     | positive  |
| 953    | MULFORD SAYS GERMANY, JAPAN SHOULD DO MORE                                                           |                             | 0     | neutral   |
| 954    | EC GRANTS EXPORT LICENCES 197,000 TONNES FREE MARKET MAIZE, ZERO BARLEY - PARIS TRADERS              | free                        | 1     | positive  |
| 955    | PIER 1 IMPORTS DECLARES STOCK SPLIT                                                                  | split                       | -1    | negative  |
| 956    | RCM TECHNOLOGIES ORDER INCREASED                                                                     | increased                   | 1     | positive  |
| 957    | LANCER CORP 4TH QTR NET                                                                              |                             | 0     | neutral   |
| 958    | THERMO PROCESS WINS 1.5 MLN DLR CONTRACT                                                             | wins                        | 1     | positive  |
| 959    | MACNEAL-SCHWENDLER CORP 4TH QTR JAN 31 NET                                                           |                             | 0     | neutral   |
| 960    | NICHOLS INSTITUTE 1ST QTR FEB 28 NET                                                                 |                             | 0     | neutral   |
| 961    | FIRST MEDICAL DEVICES CORP YEAR LOSS                                                                 | loss                        | -1    | negative  |
| 962    | FIRST MEDICAL GETS ORDER                                                                             |                             | 0     | neutral   |
| 963    | HEALTHMATE EXPECTS QUALIFIED OPINION                                                                 | qualified                   | 1     | positive  |
| 964    | BALLY NAMES NEW CHIEF FINANCIAL OFFICER                                                              |                             | 0     | neutral   |
| 965    | BRAZIL ASKS 60-DAY EXTENSION SHORT-TERM CREDIT                                                       |                             | 0     | neutral   |
| 966    | HEALTHMATE INC 4TH QTR LOSS                                                                          | loss                        | -1    | negative  |
| 967    | USAIR CLEARED TO BUY PIEDMONT SHARES                                                                 | cleared                     | 1     | positive  |
| 968    | FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS                                               |                             | 0     | neutral   |
| 969    | HOUSE OF FABRICS INC 4TH QTR JAN 31 NET                                                              |                             | 0     | neutral   |
| 970    | GERMAN RETAILERS EXPECT GOOD 1987                                                                    | good                        | 1     | positive  |
| 971    | GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS                                                     | limit                       | -1    | negative  |
| 972    | FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY                                                     |                             | 0     | neutral   |
| 973    | SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.                                                         |                             | 0     | neutral   |
| 974    | FIRST INTERSTATE SEEKS ACQUISITION                                                                   |                             | 0     | neutral   |
| 975    | ATLANTIC RESEARCH WINS MOTOR CONTRACT                                                                | wins                        | 1     | positive  |
| 976    | THOMAS AND BETTS FILES PATENT SUIT                                                                   | suit                        | -1    | negative  |
| 977    | HOUSE OF FABRICS SEES RESULTS IMPROVING                                                              | improving                   | 1     | positive  |
| 978    | U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION                                                       |                             | 0     | neutral   |
| 979    | CROP GENETICS INITIAL OFFERING UNDERWAY                                                              |                             | 0     | neutral   |
| 980    | KODAK BUYS STAKE IN BIOTECHNOLOGY COMPANY                                                            |                             | 0     | neutral   |
| 981    | AVERY 1ST QTR FEB 28 NET                                                                             |                             | 0     | neutral   |
| 982    | FORD CREDIT UNIT SELLS NEW ZEALAND DLR FRNS                                                          |                             | 0     | neutral   |
| 983    | IONICS WINS 20-YEAR DESALINATION CONTRACT                                                            | wins                        | 1     | positive  |
| 984    | FED SETS TWO BILLION DLR CUSTOMER REPURCHASE                                                         |                             | 0     | neutral   |
| 985    | SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY                                                        |                             | 0     | neutral   |
| 986    | RICOH REORGANIZES U.S. UNITS                                                                         |                             | 0     | neutral   |
| 987    | UNITED WATER BASE TEN SET VENTURE                                                                    |                             | 0     | neutral   |
| 988    | KNIGHT-RIDDER INC SETS QUARTERLY                                                                     |                             | 0     | neutral   |
| 989    | TECHNITROL INC SETS QUARTERLY                                                                        |                             | 0     | neutral   |
| 990    | NATIONWIDE CELLULAR SERVICE INC 4TH QTR                                                              |                             | 0     | neutral   |
| 991    | AUTOMOTIVE TECHNOLOGIES CORP> YEAR NET                                                               |                             | 0     | neutral   |
| 992    | BRAZIL SUGGESTS 60-DAY SHORT-TERM CREDIT EXTENSION                                                   |                             | 0     | neutral   |
| 993    | EMHART WINS FOUR COMMUNICATIONS CONTRACTS                                                            | wins                        | 1     | positive  |
| 994    | FLUOR AND UNITS DOWNGRADED BY S/P                                                                    |                             | 0     | neutral   |
| 995    | BRUNSWICK CORP SELLS NOTES AT 8.199 PCT                                                              |                             | 0     | neutral   |
| 996    | ROGERS SEES 1ST QTR NET UP SIGNIFICANTLY                                                             |                             | 0     | neutral   |
| 997    | JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER                                                       | gold, firmer                | 2     | positive  |
| 998    | FEEDER CATTLE FUTURES SET NEW HIGHS, TURN MIXED                                                      |                             | 0     | neutral   |
| 999    | CBT CORN SPREADS                                                                                     |                             | 0     | neutral   |
| 1000   | TEXAS PANHANDLE/W OKLA FEEDLOT ROUNDUP - USDA                                                        |                             | 0     | neutral   |
| 1001   | MIDWEST GRAIN FUTURES 11:00 EDT                                                                      |                             | 0     | neutral   |
| 1002   | VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL                                                         |                             | 0     | neutral   |
| 1003   | MIDWEST GRAIN FUTURES 11:01 EDT                                                                      |                             | 0     | neutral   |
| 1004   | CBT SOYBEAN SPREADS                                                                                  |                             | 0     | neutral   |
| 1005   | SIOUX FALLS CATTLE UP 0.50 DLR - USDA                                                                | falls                       | -1    | negative  |
| 1006   | CBT SOYBEAN OIL SPREADS                                                                              |                             | 0     | neutral   |
| 1007   | FLASH SIOUX FALLS HOGS UP 1.75 DLR - USDA                                                            | falls, hogs                 | -2    | negative  |
| 1008   | CBT SOYBEAN MEAL SPREADS                                                                             |                             | 0     | neutral   |
| 1009   | AMERICAN SPORTS ADVISORS TO LIQUIDATE                                                                |                             | 0     | neutral   |
| 1010   | N.Y. COFFEE FUTURES SLIGHTLY HIGHER, THIN EARLY                                                      |                             | 0     | neutral   |
| 1011   | THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS                                                       |                             | 0     | neutral   |
| 1012   | PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER                                                        |                             | 0     | neutral   |
